customer_hk,cust_newsletter,cust_channel,cust_language,x_record_source,x_load_ts,_bv_source,cust_address,cust_city,cust_postal_code,cust_email,cust_phone,cust_segment,cust_loyalty_tier,cust_demo_score
147-214-86-65-255-63-21-134-97-76-242-193-173-36-11-108,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1022@example.com,+1-555-1022,,,
147-214-86-65-255-63-21-134-97-76-242-193-173-36-11-108,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,71
147-214-86-65-255-63-21-134-97-76-242-193-173-36-11-108,Y,EMAIL,en,CRM-c360-prefs,2024/04/01 00:00:00.000000000,PREFS,,,,,,,,
147-214-86-65-255-63-21-134-97-76-242-193-173-36-11-108,,,,CRM-c360-address,2024/04/01 00:00:00.000000000,ADDRESS,154 Updated Avenue,New York,10024,,,,,
147-214-86-65-255-63-21-134-97-76-242-193-173-36-11-108,,,,CRM-c360-contact,2024/04/01 00:00:00.000000000,CONTACT,,,,customer1022.v3@example.com,+1-555-1022-3,,,
147-214-86-65-255-63-21-134-97-76-242-193-173-36-11-108,,,,CRM-c360-demo,2024/04/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,77
148-75-221-150-54-116-154-8-1-195-155-110-68-157-190-220,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
148-75-221-150-54-116-154-8-1-195-155-110-68-157-190-220,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,384 Market Street,Chicago,10284,,,,,
148-75-221-150-54-116-154-8-1-195-155-110-68-157-190-220,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1285@example.com,+1-555-1285,,,
148-75-221-150-54-116-154-8-1-195-155-110-68-157-190-220,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,84
148-75-221-150-54-116-154-8-1-195-155-110-68-157-190-220,N,PHONE,de,CRM-c360-prefs,2024/03/01 00:00:00.000000000,PREFS,,,,,,,,
14-9-94-5-78-233-71-116-214-164-150-9-158-177-207-106,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
14-9-94-5-78-233-71-116-214-164-150-9-158-177-207-106,N,PORTAL,es,CRM-c360-prefs,2024/02/01 00:00:00.000000000,PREFS,,,,,,,,
148-75-221-150-54-116-154-8-1-195-155-110-68-157-190-220,,,,CRM-c360-address,2024/03/01 00:00:00.000000000,ADDRESS,406 Updated Avenue,Phoenix,10286,,,,,
14-9-94-5-78-233-71-116-214-164-150-9-158-177-207-106,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,282 Market Street,Chicago,10182,,,,,
14-9-94-5-78-233-71-116-214-164-150-9-158-177-207-106,,,,CRM-c360-address,2024/02/01 00:00:00.000000000,ADDRESS,293 Updated Avenue,Houston,10183,,,,,
148-75-221-150-54-116-154-8-1-195-155-110-68-157-190-220,,,,CRM-c360-contact,2024/03/01 00:00:00.000000000,CONTACT,,,,customer1285.v2@example.com,+1-555-1285-2,,,
14-9-94-5-78-233-71-116-214-164-150-9-158-177-207-106,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1183@example.com,+1-555-1183,,,
14-9-94-5-78-233-71-116-214-164-150-9-158-177-207-106,,,,CRM-c360-contact,2024/02/01 00:00:00.000000000,CONTACT,,,,customer1183.v1@example.com,+1-555-1183-1,,,
148-75-221-150-54-116-154-8-1-195-155-110-68-157-190-220,,,,CRM-c360-demo,2024/03/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,89
14-9-94-5-78-233-71-116-214-164-150-9-158-177-207-106,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,82
14-9-94-5-78-233-71-116-214-164-150-9-158-177-207-106,,,,CRM-c360-demo,2024/02/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,86
151-175-79-179-34-187-92-137-115-173-225-103-100-21-107-237,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
151-175-79-179-34-187-92-137-115-173-225-103-100-21-107-237,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,283 Market Street,Houston,10183,,,,,
151-175-79-179-34-187-92-137-115-173-225-103-100-21-107-237,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1184@example.com,+1-555-1184,,,
151-175-79-179-34-187-92-137-115-173-225-103-100-21-107-237,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,83
151-175-79-179-34-187-92-137-115-173-225-103-100-21-107-237,Y,PORTAL,es,CRM-c360-prefs,2024/05/01 00:00:00.000000000,PREFS,,,,,,,,
151-175-79-179-34-187-92-137-115-173-225-103-100-21-107-237,,,,CRM-c360-address,2024/05/01 00:00:00.000000000,ADDRESS,327 Updated Avenue,Los Angeles,10187,,,,,
151-175-79-179-34-187-92-137-115-173-225-103-100-21-107-237,,,,CRM-c360-contact,2024/05/01 00:00:00.000000000,CONTACT,,,,customer1184.v4@example.com,+1-555-1184-4,,,
151-175-79-179-34-187-92-137-115-173-225-103-100-21-107-237,,,,CRM-c360-demo,2024/05/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,90
153-150-83-94-7-37-138-123-191-216-177-50-67-92-89-98,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
153-150-83-94-7-37-138-123-191-216-177-50-67-92-89-98,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,334 Market Street,New York,10234,,,,,
153-150-83-94-7-37-138-123-191-216-177-50-67-92-89-98,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1235@example.com,+1-555-1235,,,
153-150-83-94-7-37-138-123-191-216-177-50-67-92-89-98,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,84
153-150-83-94-7-37-138-123-191-216-177-50-67-92-89-98,N,EMAIL,en,CRM-c360-prefs,2024/03/01 00:00:00.000000000,PREFS,,,,,,,,
153-150-83-94-7-37-138-123-191-216-177-50-67-92-89-98,,,,CRM-c360-address,2024/03/01 00:00:00.000000000,ADDRESS,356 Updated Avenue,Chicago,10236,,,,,
153-150-83-94-7-37-138-123-191-216-177-50-67-92-89-98,,,,CRM-c360-contact,2024/03/01 00:00:00.000000000,CONTACT,,,,customer1235.v2@example.com,+1-555-1235-2,,,
153-150-83-94-7-37-138-123-191-216-177-50-67-92-89-98,,,,CRM-c360-demo,2024/03/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,89
153-86-101-100-13-195-25-151-61-49-115-167-74-3-134-12,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
153-86-101-100-13-195-25-151-61-49-115-167-74-3-134-12,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,378 Market Street,Chicago,10278,,,,,
153-86-101-100-13-195-25-151-61-49-115-167-74-3-134-12,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1279@example.com,+1-555-1279,,,
153-86-101-100-13-195-25-151-61-49-115-167-74-3-134-12,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,78
153-86-101-100-13-195-25-151-61-49-115-167-74-3-134-12,N,PHONE,de,CRM-c360-prefs,2024/05/01 00:00:00.000000000,PREFS,,,,,,,,
153-86-101-100-13-195-25-151-61-49-115-167-74-3-134-12,,,,CRM-c360-address,2024/05/01 00:00:00.000000000,ADDRESS,422 Updated Avenue,New York,10282,,,,,
153-86-101-100-13-195-25-151-61-49-115-167-74-3-134-12,,,,CRM-c360-contact,2024/05/01 00:00:00.000000000,CONTACT,,,,customer1279.v4@example.com,+1-555-1279-4,,,
153-86-101-100-13-195-25-151-61-49-115-167-74-3-134-12,,,,CRM-c360-demo,2024/05/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,85
153-94-31-218-74-43-95-85-239-13-245-8-104-191-42-143,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
153-94-31-218-74-43-95-85-239-13-245-8-104-191-42-143,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,131 Market Street,Los Angeles,10031,,,,,
153-94-31-218-74-43-95-85-239-13-245-8-104-191-42-143,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1032@example.com,+1-555-1032,,,
153-94-31-218-74-43-95-85-239-13-245-8-104-191-42-143,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,81
153-94-31-218-74-43-95-85-239-13-245-8-104-191-42-143,Y,PHONE,de,CRM-c360-prefs,2024/04/01 00:00:00.000000000,PREFS,,,,,,,,
153-94-31-218-74-43-95-85-239-13-245-8-104-191-42-143,,,,CRM-c360-address,2024/04/01 00:00:00.000000000,ADDRESS,164 Updated Avenue,Phoenix,10034,,,,,
153-94-31-218-74-43-95-85-239-13-245-8-104-191-42-143,,,,CRM-c360-contact,2024/04/01 00:00:00.000000000,CONTACT,,,,customer1032.v3@example.com,+1-555-1032-3,,,
153-94-31-218-74-43-95-85-239-13-245-8-104-191-42-143,,,,CRM-c360-demo,2024/04/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,87
154-196-3-218-121-71-161-131-136-76-24-166-125-58-168-222,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
154-196-3-218-121-71-161-131-136-76-24-166-125-58-168-222,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,141 Market Street,Philadelphia,10041,,,,,
154-196-3-218-121-71-161-131-136-76-24-166-125-58-168-222,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1042@example.com,+1-555-1042,,,
154-196-3-218-121-71-161-131-136-76-24-166-125-58-168-222,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,91
154-196-3-218-121-71-161-131-136-76-24-166-125-58-168-222,Y,EMAIL,en,CRM-c360-prefs,2024/04/01 00:00:00.000000000,PREFS,,,,,,,,
154-196-3-218-121-71-161-131-136-76-24-166-125-58-168-222,,,,CRM-c360-address,2024/04/01 00:00:00.000000000,ADDRESS,174 Updated Avenue,Chicago,10044,,,,,
154-196-3-218-121-71-161-131-136-76-24-166-125-58-168-222,,,,CRM-c360-contact,2024/04/01 00:00:00.000000000,CONTACT,,,,customer1042.v3@example.com,+1-555-1042-3,,,
154-196-3-218-121-71-161-131-136-76-24-166-125-58-168-222,,,,CRM-c360-demo,2024/04/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,97
154-222-184-47-255-181-68-78-129-250-12-232-173-138-254-122,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
15-44-154-147-238-166-243-143-171-179-172-177-195-20-136-198,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
154-222-184-47-255-181-68-78-129-250-12-232-173-138-254-122,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,295 Market Street,Houston,10195,,,,,
15-44-154-147-238-166-243-143-171-179-172-177-195-20-136-198,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,265 Market Street,Houston,10165,,,,,
154-222-184-47-255-181-68-78-129-250-12-232-173-138-254-122,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1196@example.com,+1-555-1196,,,
15-44-154-147-238-166-243-143-171-179-172-177-195-20-136-198,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1166@example.com,+1-555-1166,,,
154-222-184-47-255-181-68-78-129-250-12-232-173-138-254-122,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,95
15-44-154-147-238-166-243-143-171-179-172-177-195-20-136-198,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,65
154-61-69-131-34-215-0-70-246-61-253-139-1-83-236-228,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
154-61-69-131-34-215-0-70-246-61-253-139-1-83-236-228,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,292 Market Street,New York,10192,,,,,
154-61-69-131-34-215-0-70-246-61-253-139-1-83-236-228,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1193@example.com,+1-555-1193,,,
154-61-69-131-34-215-0-70-246-61-253-139-1-83-236-228,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,92
154-61-69-131-34-215-0-70-246-61-253-139-1-83-236-228,N,SMS,fr,CRM-c360-prefs,2024/02/01 00:00:00.000000000,PREFS,,,,,,,,
154-61-69-131-34-215-0-70-246-61-253-139-1-83-236-228,,,,CRM-c360-address,2024/02/01 00:00:00.000000000,ADDRESS,303 Updated Avenue,Los Angeles,10193,,,,,
154-61-69-131-34-215-0-70-246-61-253-139-1-83-236-228,,,,CRM-c360-contact,2024/02/01 00:00:00.000000000,CONTACT,,,,customer1193.v1@example.com,+1-555-1193-1,,,
154-61-69-131-34-215-0-70-246-61-253-139-1-83-236-228,,,,CRM-c360-demo,2024/02/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,96
156-59-24-48-81-60-195-184-252-75-118-99-93-50-230-146,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
156-59-24-48-81-60-195-184-252-75-118-99-93-50-230-146,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,212 Market Street,Phoenix,10112,,,,,
156-59-24-48-81-60-195-184-252-75-118-99-93-50-230-146,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1113@example.com,+1-555-1113,,,
156-59-24-48-81-60-195-184-252-75-118-99-93-50-230-146,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,62
156-59-24-48-81-60-195-184-252-75-118-99-93-50-230-146,N,SMS,fr,CRM-c360-prefs,2024/02/01 00:00:00.000000000,PREFS,,,,,,,,
156-59-24-48-81-60-195-184-252-75-118-99-93-50-230-146,,,,CRM-c360-address,2024/02/01 00:00:00.000000000,ADDRESS,223 Updated Avenue,Philadelphia,10113,,,,,
156-59-24-48-81-60-195-184-252-75-118-99-93-50-230-146,,,,CRM-c360-contact,2024/02/01 00:00:00.000000000,CONTACT,,,,customer1113.v1@example.com,+1-555-1113-1,,,
156-59-24-48-81-60-195-184-252-75-118-99-93-50-230-146,,,,CRM-c360-demo,2024/02/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,66
157-161-135-167-161-145-67-29-185-67-169-165-166-254-198-244,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
157-161-135-167-161-145-67-29-185-67-169-165-166-254-198-244,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,266 Market Street,Phoenix,10166,,,,,
157-161-135-167-161-145-67-29-185-67-169-165-166-254-198-244,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1167@example.com,+1-555-1167,,,
157-161-135-167-161-145-67-29-185-67-169-165-166-254-198-244,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,66
157-161-135-167-161-145-67-29-185-67-169-165-166-254-198-244,N,SMS,fr,CRM-c360-prefs,2024/04/01 00:00:00.000000000,PREFS,,,,,,,,
157-161-135-167-161-145-67-29-185-67-169-165-166-254-198-244,,,,CRM-c360-address,2024/04/01 00:00:00.000000000,ADDRESS,299 Updated Avenue,Los Angeles,10169,,,,,
157-161-135-167-161-145-67-29-185-67-169-165-166-254-198-244,,,,CRM-c360-contact,2024/04/01 00:00:00.000000000,CONTACT,,,,customer1167.v3@example.com,+1-555-1167-3,,,
157-161-135-167-161-145-67-29-185-67-169-165-166-254-198-244,,,,CRM-c360-demo,2024/04/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,72
159-54-64-126-173-6-41-252-22-111-20-221-231-151-15-104,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
159-54-64-126-173-6-41-252-22-111-20-221-231-151-15-104,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,183 Market Street,Philadelphia,10083,,,,,
159-54-64-126-173-6-41-252-22-111-20-221-231-151-15-104,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1084@example.com,+1-555-1084,,,
159-54-64-126-173-6-41-252-22-111-20-221-231-151-15-104,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,83
159-54-64-126-173-6-41-252-22-111-20-221-231-151-15-104,Y,PORTAL,es,CRM-c360-prefs,2024/05/01 00:00:00.000000000,PREFS,,,,,,,,
159-54-64-126-173-6-41-252-22-111-20-221-231-151-15-104,,,,CRM-c360-address,2024/05/01 00:00:00.000000000,ADDRESS,227 Updated Avenue,Houston,10087,,,,,
159-54-64-126-173-6-41-252-22-111-20-221-231-151-15-104,,,,CRM-c360-contact,2024/05/01 00:00:00.000000000,CONTACT,,,,customer1084.v4@example.com,+1-555-1084-4,,,
159-54-64-126-173-6-41-252-22-111-20-221-231-151-15-104,,,,CRM-c360-demo,2024/05/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,90
160-131-60-138-24-23-82-106-197-85-248-214-119-39-202-246,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
160-131-60-138-24-23-82-106-197-85-248-214-119-39-202-246,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,398 Market Street,Phoenix,10298,,,,,
160-131-60-138-24-23-82-106-197-85-248-214-119-39-202-246,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1299@example.com,+1-555-1299,,,
160-131-60-138-24-23-82-106-197-85-248-214-119-39-202-246,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,98
160-131-60-138-24-23-82-106-197-85-248-214-119-39-202-246,N,PHONE,de,CRM-c360-prefs,2024/05/01 00:00:00.000000000,PREFS,,,,,,,,
160-131-60-138-24-23-82-106-197-85-248-214-119-39-202-246,,,,CRM-c360-address,2024/05/01 00:00:00.000000000,ADDRESS,442 Updated Avenue,Chicago,10302,,,,,
160-131-60-138-24-23-82-106-197-85-248-214-119-39-202-246,,,,CRM-c360-contact,2024/05/01 00:00:00.000000000,CONTACT,,,,customer1299.v4@example.com,+1-555-1299-4,,,
160-131-60-138-24-23-82-106-197-85-248-214-119-39-202-246,,,,CRM-c360-demo,2024/05/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,99
160-22-16-34-143-233-152-245-21-167-45-215-48-41-77-135,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
160-22-16-34-143-233-152-245-21-167-45-215-48-41-77-135,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,311 Market Street,Los Angeles,10211,,,,,
160-22-16-34-143-233-152-245-21-167-45-215-48-41-77-135,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1212@example.com,+1-555-1212,,,
160-22-16-34-143-233-152-245-21-167-45-215-48-41-77-135,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,61
160-22-16-34-143-233-152-245-21-167-45-215-48-41-77-135,Y,PHONE,de,CRM-c360-prefs,2024/04/01 00:00:00.000000000,PREFS,,,,,,,,
160-22-16-34-143-233-152-245-21-167-45-215-48-41-77-135,,,,CRM-c360-address,2024/04/01 00:00:00.000000000,ADDRESS,344 Updated Avenue,Phoenix,10214,,,,,
160-22-16-34-143-233-152-245-21-167-45-215-48-41-77-135,,,,CRM-c360-contact,2024/04/01 00:00:00.000000000,CONTACT,,,,customer1212.v3@example.com,+1-555-1212-3,,,
160-22-16-34-143-233-152-245-21-167-45-215-48-41-77-135,,,,CRM-c360-demo,2024/04/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,67
160-226-162-197-99-213-125-242-114-19-237-225-172-74-199-128,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
160-226-162-197-99-213-125-242-114-19-237-225-172-74-199-128,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,144 Market Street,Chicago,10044,,,,,
160-226-162-197-99-213-125-242-114-19-237-225-172-74-199-128,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1045@example.com,+1-555-1045,,,
160-226-162-197-99-213-125-242-114-19-237-225-172-74-199-128,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,94
160-226-162-197-99-213-125-242-114-19-237-225-172-74-199-128,N,PHONE,de,CRM-c360-prefs,2024/03/01 00:00:00.000000000,PREFS,,,,,,,,
160-22-7-9-112-17-64-112-69-117-212-153-201-151-182-202,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
160-22-7-9-112-17-64-112-69-117-212-153-201-151-182-202,N,PHONE,de,CRM-c360-prefs,2024/05/01 00:00:00.000000000,PREFS,,,,,,,,
160-226-162-197-99-213-125-242-114-19-237-225-172-74-199-128,,,,CRM-c360-address,2024/03/01 00:00:00.000000000,ADDRESS,166 Updated Avenue,Phoenix,10046,,,,,
160-22-7-9-112-17-64-112-69-117-212-153-201-151-182-202,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,198 Market Street,Chicago,10098,,,,,
160-22-7-9-112-17-64-112-69-117-212-153-201-151-182-202,,,,CRM-c360-address,2024/05/01 00:00:00.000000000,ADDRESS,242 Updated Avenue,New York,10102,,,,,
160-226-162-197-99-213-125-242-114-19-237-225-172-74-199-128,,,,CRM-c360-contact,2024/03/01 00:00:00.000000000,CONTACT,,,,customer1045.v2@example.com,+1-555-1045-2,,,
160-22-7-9-112-17-64-112-69-117-212-153-201-151-182-202,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1099@example.com,+1-555-1099,,,
160-22-7-9-112-17-64-112-69-117-212-153-201-151-182-202,,,,CRM-c360-contact,2024/05/01 00:00:00.000000000,CONTACT,,,,customer1099.v4@example.com,+1-555-1099-4,,,
160-226-162-197-99-213-125-242-114-19-237-225-172-74-199-128,,,,CRM-c360-demo,2024/03/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,99
160-22-7-9-112-17-64-112-69-117-212-153-201-151-182-202,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,98
160-22-7-9-112-17-64-112-69-117-212-153-201-151-182-202,,,,CRM-c360-demo,2024/05/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,99
161-19-193-236-211-202-206-34-55-37-111-76-113-47-97-181,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
161-19-193-236-211-202-206-34-55-37-111-76-113-47-97-181,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,270 Market Street,Chicago,10170,,,,,
161-19-193-236-211-202-206-34-55-37-111-76-113-47-97-181,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1171@example.com,+1-555-1171,,,
161-19-193-236-211-202-206-34-55-37-111-76-113-47-97-181,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,70
161-213-1-133-231-66-108-187-10-202-209-230-202-116-185-170,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
161-213-1-133-231-66-108-187-10-202-209-230-202-116-185-170,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,246 Market Street,Chicago,10146,,,,,
161-213-1-133-231-66-108-187-10-202-209-230-202-116-185-170,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1147@example.com,+1-555-1147,,,
161-213-1-133-231-66-108-187-10-202-209-230-202-116-185-170,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,96
161-213-1-133-231-66-108-187-10-202-209-230-202-116-185-170,N,SMS,fr,CRM-c360-prefs,2024/04/01 00:00:00.000000000,PREFS,,,,,,,,
161-213-1-133-231-66-108-187-10-202-209-230-202-116-185-170,,,,CRM-c360-address,2024/04/01 00:00:00.000000000,ADDRESS,279 Updated Avenue,Philadelphia,10149,,,,,
161-213-1-133-231-66-108-187-10-202-209-230-202-116-185-170,,,,CRM-c360-contact,2024/04/01 00:00:00.000000000,CONTACT,,,,customer1147.v3@example.com,+1-555-1147-3,,,
161-213-1-133-231-66-108-187-10-202-209-230-202-116-185-170,,,,CRM-c360-demo,2024/04/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,99
161-81-157-229-181-212-75-49-160-29-224-19-185-181-26-128,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
161-81-157-229-181-212-75-49-160-29-224-19-185-181-26-128,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,171 Market Street,Philadelphia,10071,,,,,
161-81-157-229-181-212-75-49-160-29-224-19-185-181-26-128,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1072@example.com,+1-555-1072,,,
161-81-157-229-181-212-75-49-160-29-224-19-185-181-26-128,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,71
161-81-157-229-181-212-75-49-160-29-224-19-185-181-26-128,Y,PHONE,de,CRM-c360-prefs,2024/04/01 00:00:00.000000000,PREFS,,,,,,,,
161-81-157-229-181-212-75-49-160-29-224-19-185-181-26-128,,,,CRM-c360-address,2024/04/01 00:00:00.000000000,ADDRESS,204 Updated Avenue,Chicago,10074,,,,,
161-81-157-229-181-212-75-49-160-29-224-19-185-181-26-128,,,,CRM-c360-contact,2024/04/01 00:00:00.000000000,CONTACT,,,,customer1072.v3@example.com,+1-555-1072-3,,,
161-81-157-229-181-212-75-49-160-29-224-19-185-181-26-128,,,,CRM-c360-demo,2024/04/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,77
162-132-223-17-85-236-62-103-40-96-128-80-13-243-106-154,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
162-132-223-17-85-236-62-103-40-96-128-80-13-243-106-154,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,351 Market Street,Philadelphia,10251,,,,,
162-132-223-17-85-236-62-103-40-96-128-80-13-243-106-154,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1252@example.com,+1-555-1252,,,
